experiment,group,test_ids,model,seed,snr_db,decision_threshold,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_test_samples_mean,n_repeats
501_fold_d17_cfg21_s4096,fold_test,"11,13,17",pirnet_dual_branch,4096,clean,0.27999999999999997,90.83629893238434,0.0,0.8985857258612004,0.0,0.9111364823977737,0.0,1124.0,1
501_fold_d17_cfg21_s4096,fold_test,"11,13,17",pirnet_dual_branch,4096,10.0,0.27999999999999997,74.05100830367735,0.35833469672581614,0.7351654072121209,0.003344686988154629,0.7501545723929642,0.003581590494489035,1124.0,3
501_fold_d17_cfg21_s4096,fold_test,"11,13,17",pirnet_dual_branch,4096,5.0,0.27999999999999997,47.56820877817319,0.7419926455039615,0.46760260719070024,0.008664758495477418,0.44152095566308897,0.010857872595767001,1124.0,3
501_fold_d17_cfg21_s4096,fold_test,"11,13,17",pirnet_dual_branch,4096,0.0,0.27999999999999997,56.52431791221827,1.2075488180013263,0.5646983018446886,0.012404460948521125,0.5588796232097666,0.014517588566066983,1124.0,3
501_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,4096,clean,0.27999999999999997,92.97886843899114,0.0,0.9297875098801005,0.0,0.9298080638017904,0.0,1467.0,1
501_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,4096,10.0,0.27999999999999997,79.59554646671211,0.37058637651216153,0.7925552035448064,0.003939088973173384,0.7906548814711459,0.004022718156086903,1467.0,3
501_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,4096,5.0,0.27999999999999997,59.66825721426949,0.4533046431097473,0.5479968045638688,0.006480441942617479,0.5373799610348075,0.006768510141108975,1467.0,3
501_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,4096,0.0,0.27999999999999997,66.62122244944331,0.5171464065776453,0.6424583847017522,0.006233463631886411,0.6358628568098884,0.006438127127476411,1467.0,3
501_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",pirnet_dual_branch,4096,clean,0.27999999999999997,98.75111507582515,0.0,0.9860481903718823,0.0,0.9875595130850737,0.0,1121.0,1
501_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",pirnet_dual_branch,4096,10.0,0.27999999999999997,88.52215283972642,0.18330104082572488,0.879198427470549,0.0018254146325103393,0.8882215621962858,0.001762855977027977,1121.0,3
501_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",pirnet_dual_branch,4096,5.0,0.27999999999999997,62.11715730002973,0.7368130653204787,0.6204956799109916,0.007605325822653299,0.6152287187880577,0.008681416376281708,1121.0,3
501_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",pirnet_dual_branch,4096,0.0,0.27999999999999997,74.60600654177817,0.5115863970884713,0.7442732390934168,0.0049623131911981175,0.7514138439525994,0.005203936001025156,1121.0,3
