experiment,group,test_ids,model,seed,snr_db,decision_threshold,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_test_samples_mean,n_repeats
501_fold_d17_cfg21_s3407,fold_test,"11,13,17",pirnet_dual_branch,3407,clean,0.73,89.23487544483986,0.0,0.882126684087137,0.0,0.8959619938208083,0.0,1124.0,1
501_fold_d17_cfg21_s3407,fold_test,"11,13,17",pirnet_dual_branch,3407,10.0,0.73,71.26334519572953,0.3328876678624486,0.7089548225484886,0.0031090375227237604,0.7219883032789026,0.0034279435605280464,1124.0,3
501_fold_d17_cfg21_s3407,fold_test,"11,13,17",pirnet_dual_branch,3407,5.0,0.73,36.23962040332147,0.2935793278947736,0.3237475965648443,0.004111659908986846,0.25931577184671256,0.005291287228409665,1124.0,3
501_fold_d17_cfg21_s3407,fold_test,"11,13,17",pirnet_dual_branch,3407,0.0,0.73,31.79122182680901,0.08387980796993388,0.2593708732525217,0.0015166480664434965,0.17637860327029986,0.0020998085386088423,1124.0,3
501_fold_d17_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,clean,0.73,91.75187457396046,0.0,0.9175132264068087,0.0,0.9174649322448445,0.0,1467.0,1
501_fold_d17_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,10.0,0.73,78.32310838445808,0.19280348498611205,0.7786499491753994,0.002095567560652203,0.7763709390007122,0.0021478911307809476,1467.0,3
501_fold_d17_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,5.0,0.73,51.30652124517155,0.14006848450281847,0.4115371240361234,0.0025213977712896254,0.3940423090881369,0.0026554133380609075,1467.0,3
501_fold_d17_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,0.0,0.73,47.67098386730288,0.08501834552996838,0.3449175455060036,0.0013671488173503815,0.32388693683353814,0.0014321935320903865,1467.0,3
501_fold_d17_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,clean,0.73,98.66190900981266,0.0,0.9850804008017455,0.0,0.9866832021521426,0.0,1121.0,1
501_fold_d17_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,10.0,0.73,87.03538507285162,0.5368858187709725,0.8645781087748182,0.005299452026093885,0.8739306735012407,0.0051708037576905985,1121.0,3
501_fold_d17_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,5.0,0.73,45.13826940231936,0.5499031224771608,0.42559370237152816,0.0073415111764232495,0.38489670074029947,0.009062604677849818,1121.0,3
501_fold_d17_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,0.0,0.73,34.82010110020815,0.18330104082571952,0.27614616021577343,0.002963847865585937,0.1997493219006905,0.003720074263674348,1121.0,3
