experiment,n_runs,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,best_accuracy_pct,worst_accuracy_pct
401,9,86.37391510323432,13.547396350948794,0.8491751391295976,0.14882483453421677,0.8639285175930967,0.13620564786048597,99.4661921708185,64.58519179304193
402,9,83.3402766505137,13.859093348562341,0.7567759885999279,0.23401682664437382,0.8016501568147003,0.183481303682931,99.11032028469751,63.42551293487957
403,9,83.81370704480803,13.981926870272547,0.8135769476268859,0.16539844270732681,0.8366941787142063,0.14457789883207692,98.93711248892826,61.462979482604815
404,9,84.84372898020281,13.284117460470991,0.8388960529216667,0.13668655078743902,0.8524262378611502,0.12919362913612378,99.02568644818423,65.47725245316681
501,9,82.06818661772628,10.51235666855575,0.8088520925564315,0.10866782191595505,0.8256525208148522,0.10277651389113028,92.02834366696192,67.1721677074041
502,9,83.18925160128737,10.457014585797857,0.818552831582053,0.11018694256738026,0.8361627914056573,0.10256826527037029,93.53410097431355,67.61819803746654
503,9,85.36953071741732,12.072954125594446,0.824880960409413,0.1512527258122453,0.8494072117040957,0.12896795815305476,98.75996457041629,66.99375557537913
