experiment,fold,seed,group,snr_db,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_repeats
404,d15_cfg22,4096,config_2_1_mix,5.0,98.31856396273575,0.25707131331480715,0.9830711580485249,0.0025921365032298732,0.9831707864258367,0.0025751919049663875,3
404,d15_cfg22,4096,config_2_1_mix,0.0,65.23517382413088,0.34758142560277716,0.5797400159042736,0.0059515316221019025,0.5922426135182519,0.0056501584462126135,3
404,d15_cfg22,4096,config_2_2_mix,clean,66.72613737734166,0.0,0.6580486348785763,0.0,0.6768245973001258,0.0,1
404,d15_cfg22,4096,config_2_2_mix,10.0,66.78560808801666,0.5167453820095984,0.6434391145620745,0.0054758027430380565,0.6746503453657936,0.00503241580249534,3
404,d15_cfg22,4096,config_2_2_mix,5.0,63.901278620279506,0.08410428560053908,0.5608170432842291,0.0006706004074006874,0.6228081783227878,0.00044671484285268166,3
404,d15_cfg22,4096,config_2_2_mix,0.0,66.04222420457924,0.04205214280027289,0.4075696976500363,0.0035100920497337525,0.5370414872741599,0.002287913611181125,3
404,d16_cfg21,2026,fold_test,clean,92.20549158547388,0.0,0.9133954909030049,0.0,0.9241409397926914,0.0,1
404,d16_cfg21,2026,fold_test,10.0,73.72305875405965,0.32611045223463886,0.7326148047225632,0.0030852568729136777,0.7463953866056893,0.003267816872160712,3
404,d16_cfg21,2026,fold_test,5.0,50.66430469441985,0.5785626791339078,0.5016609299360626,0.006354820160253482,0.48213475075366113,0.0075955714468433615,3
404,d16_cfg21,2026,fold_test,0.0,36.72866843814585,0.22094227261729868,0.32890149757444403,0.002827941575954361,0.2659252456752208,0.003469719169108729,3
404,d16_cfg21,2026,config_2_1_mix,clean,93.93319700068167,0.0,0.9393206917914252,0.0,0.93937990242223,0.0,1
404,d16_cfg21,2026,config_2_1_mix,10.0,79.64099068393547,0.2801369690056316,0.7929450551305247,0.003002488822303489,0.7910284081761051,0.003071933837592106,3
404,d16_cfg21,2026,config_2_1_mix,5.0,62.508520790729385,0.24260573169805422,0.5877047913230823,0.003432036819530696,0.5788196171702646,0.003589073271856207,3
404,d16_cfg21,2026,config_2_1_mix,0.0,51.102022267666435,0.14006848450282156,0.4094695562149149,0.002521218117634136,0.39194208590098256,0.0026553126098371417,3
404,d16_cfg21,2026,config_2_2_mix,clean,96.52096342551295,0.0,0.9615928946986967,0.0,0.9655355613663196,0.0,1
404,d16_cfg21,2026,config_2_2_mix,10.0,82.06958073148975,0.7708285100693227,0.8160658030008717,0.007450903517005965,0.8258167692391515,0.007517983221237172,3
404,d16_cfg21,2026,config_2_2_mix,5.0,54.62384775498068,0.21026071400135105,0.5400839364454111,0.002223544770711555,0.5222871049785874,0.00244558326056581,3
404,d16_cfg21,2026,config_2_2_mix,0.0,40.142729705619985,0.3784692852024359,0.35739982859962965,0.005712129229085261,0.3011410193305932,0.0072002583918124525,3
404,d16_cfg21,3407,fold_test,clean,99.02568644818423,0.0,0.9883774361853958,0.0,0.9902113276728977,0.0,1
404,d16_cfg21,3407,fold_test,10.0,42.13167995276055,0.15054678221413517,0.4047505090733429,0.0018548599027606797,0.3657873392579319,0.0023273172961843255,3
404,d16_cfg21,3407,fold_test,5.0,38.91349276645999,0.08350832963525735,0.36394674802075405,0.0010902231443405258,0.31428167418828634,0.0013840202094229433,3
404,d16_cfg21,3407,fold_test,0.0,36.935341009743134,0.07232033489173775,0.33765026241536256,0.0009796908915461104,0.2807908604361203,0.0012517488053774314,3
404,d16_cfg21,3407,config_2_1_mix,clean,99.1138377641445,0.0,0.9910806696396208,0.0,0.9911320199802273,0.0,1
404,d16_cfg21,3407,config_2_1_mix,10.0,55.30561236082709,0.06426782832869844,0.4875014199529733,0.0010076411036118078,0.4743822382991613,0.0010570425243974588,3
404,d16_cfg21,3407,config_2_1_mix,5.0,52.7834583049307,0.06426782832869843,0.44673156423668375,0.001072739217261472,0.4315699644167385,0.001127621086862327,3
404,d16_cfg21,3407,config_2_1_mix,0.0,51.37468757100658,0.032133914164350894,0.42279438846986395,0.0005564108564423531,0.4063948507844139,0.0005855041868486652,3
404,d16_cfg21,3407,config_2_2_mix,clean,96.69937555753792,0.0,0.9618390703074899,0.0,0.9665308348110299,0.0,1
