experiment,group,test_ids,model,seed,snr_db,decision_threshold,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_test_samples_mean,n_repeats
404_fold_d17_cfg21_s4096,fold_test,"11,13,17",signal_cnn_bilstm_attn,4096,clean,0.8599999999999999,92.61565836298932,0.0,0.9174517387499547,0.0,0.9281360415067011,0.0,1124.0,1
404_fold_d17_cfg21_s4096,fold_test,"11,13,17",signal_cnn_bilstm_attn,4096,10.0,0.8599999999999999,92.55634638196915,0.041939903984968614,0.9167169619925288,0.00044385436573337217,0.9275356702570718,0.00040006534578543605,1124.0,3
404_fold_d17_cfg21_s4096,fold_test,"11,13,17",signal_cnn_bilstm_attn,4096,5.0,0.8599999999999999,93.23843416370107,0.1921927846502922,0.9239688197369413,0.0020534404424799604,0.9340506869049848,0.0018384140461106817,1124.0,3
404_fold_d17_cfg21_s4096,fold_test,"11,13,17",signal_cnn_bilstm_attn,4096,0.0,0.8599999999999999,92.67497034400948,0.4130601505689264,0.9168331745013351,0.004440369663744583,0.9282787579788602,0.0039557350228042595,1124.0,3
404_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",signal_cnn_bilstm_attn,4096,clean,0.8599999999999999,94.3421949556919,0.0,0.9434092224176835,0.0,0.9434699655822159,0.0,1467.0,1
404_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",signal_cnn_bilstm_attn,4096,10.0,0.8599999999999999,94.29675073846853,0.032133914164350894,0.9429530728277343,0.0003208353717358013,0.9430180093108591,0.0003217769698455905,1467.0,3
404_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",signal_cnn_bilstm_attn,4096,5.0,0.8599999999999999,94.79663712792548,0.14006848450281578,0.9479405420743939,0.0013981383243978941,0.9480233742835003,0.0014011626284015598,1467.0,3
404_fold_d17_cfg21_s4096,config_2_1_mix,"11,13,16,17",signal_cnn_bilstm_attn,4096,0.0,0.8599999999999999,94.29675073846853,0.19546296903073834,0.9428863221997261,0.0019490041315082494,0.943040239467626,0.0019516855958794565,1467.0,3
404_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",signal_cnn_bilstm_attn,4096,clean,0.8599999999999999,98.39429081177519,0.0,0.9821305854097443,0.0,0.9840342857332818,0.0,1121.0,1
404_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",signal_cnn_bilstm_attn,4096,10.0,0.8599999999999999,97.85905441570026,0.12615642840081198,0.9759773736353311,0.0014311271052996424,0.9786278094636297,0.0012661765090275627,1121.0,3
404_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",signal_cnn_bilstm_attn,4096,5.0,0.8599999999999999,97.11567053226287,0.11125951194688598,0.9672299858913735,0.0012885897521856613,0.9710246739877885,0.0011288935404688996,1121.0,3
404_fold_d17_cfg21_s4096,config_2_2_mix,"12,14,15",signal_cnn_bilstm_attn,4096,0.0,0.8599999999999999,94.94498959262563,0.2757543412279452,0.9416881112544351,0.00316113759584748,0.9488048185485877,0.002782880712731143,1121.0,3
